CtNumero;NU_ProcessoLicitacao;CtVigenciaInicio;CtVigenciaTermino2;Tempo;OrNome;Credor;ObNome;CtValorTotal;Textbox7;CtValorTotal1
0264/2023;25.510.007063.2023 ;21/12/2023;21/12/2024;12;FPGS 25.5101;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MEDICAMENTOS;252,00;7.452 CONTRATOS;14.786.237.936,49
0265/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA;MEDICAMENTOS;224.480,00;7.452 CONTRATOS;14.786.237.936,49
0267/2023;25.510.007063.2023 ;21/12/2023;21/12/2024;12;FPGS 25.5101;12.418.191/0001-95 - CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;MEDICAMENTOS;14.137,50;7.452 CONTRATOS;14.786.237.936,49
0273/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA;MEDICAMENTOS;148.222,50;7.452 CONTRATOS;14.786.237.936,49
0274/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA;MEDICAMENTOS;368.439,60;7.452 CONTRATOS;14.786.237.936,49
0275/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;01.722.296/0001-17 - PANORAMA COMÉRCIO DE PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;MEDICAMENTOS;106.695,50;7.452 CONTRATOS;14.786.237.936,49
0276/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;03.817.043/0001-52 - PHARMAPLUS LTDA;MEDICAMENTOS;12.826,00;7.452 CONTRATOS;14.786.237.936,49
0277/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;17.263.792/0001-90 - REALMED DISTRIBUIDORA LTDA;MEDICAMENTOS;10.472,00;7.452 CONTRATOS;14.786.237.936,49
0279/2023;25.510.007063.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;07.484.373/0001-24 - UNI HOSPITALAR LTDA;MEDICAMENTOS;261.750,00;7.452 CONTRATOS;14.786.237.936,49
0280/2023;25.510.025095.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;MEDICAMENTOS;111.178,84;7.452 CONTRATOS;14.786.237.936,49
0281/2023;25.510.025095.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MEDICAMENTOS;885,00;7.452 CONTRATOS;14.786.237.936,49
0282/2023;25.510.025095.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;01.722.296/0001-17 - PANORAMA COMÉRCIO DE PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;MEDICAMENTOS;2.204,00;7.452 CONTRATOS;14.786.237.936,49
0283/2023;25.510.025095.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;94.389.400/0001-84 - MCW PRODUTOS MEDICOS E HOSPITALARES LTDA;MEDICAMENTOS;4.404,00;7.452 CONTRATOS;14.786.237.936,49
0285/2023;25.510.025095.2023 ;21/12/2023;21/12/2024;12;FPGS 25.5101;05.106.015/0001-52 - CALL MED COMÉRCIO DE MEDICAMENTOS E REPRESENTAÇÃO LTDA;MEDICAMENTOS;17.000,00;7.452 CONTRATOS;14.786.237.936,49
0287/2023;25.510.025095.2023 ;21/12/2023;21/12/2024;12;FPGS 25.5101;07.294.636/0001-32 - MD MATERIAL HOSPITALAR LTDA;MEDICAMENTOS;31.017,00;7.452 CONTRATOS;14.786.237.936,49
0288/2023;25.510.025095.2023;21/12/2023;21/12/2024;12;FPGS 25.5101;08.674.752/0001-40 - CIRÚRGICA MONTEBELLO LTDA;MEDICAMENTOS;24.458,00;7.452 CONTRATOS;14.786.237.936,49
1710/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;44.660.577/0001-03 - SP DRONES E COMÉRCIO SOCIEDADE UNIPESSOAL LTDA;MATERIAL PERMANENTE;1.817,64;7.452 CONTRATOS;14.786.237.936,49
0006/2023;;20/12/2023;19/06/2026;30;PROCON - 09.0301;04.352.312/0001-15 - RIX TELECOM LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;462.400,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;;20/12/2023;20/12/2024;12;SEMAS - 34.0001;04.602.789/0001-01 - DATEN TECNOLOGIA LTDA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;121.620,00;7.452 CONTRATOS;14.786.237.936,49
0033/2023;31.204.000772.2023;20/12/2023;18/10/2024;10;CEHAP - 31.0401;20.793.262/0001-68 - IDFLUX TECHNOLOGIES E INFORMATICA BRASIL LTDA;AQUISIÇÃO DE BENS MÓVEIS;21.989,86;7.452 CONTRATOS;14.786.237.936,49
0034/2023;31.204.000772.2023;20/12/2023;18/10/2024;10;CEHAP - 31.0401;29.391.476/0001-82 - HMA COMÉRCIO E ATACADISTA DE PRODUTOS DE INFORMÁTICA E ELETROELETRÔNICOS LTDA;AQUISIÇÃO DE BENS MÓVEIS;12.327,86;7.452 CONTRATOS;14.786.237.936,49
0035/2023;31.204.000772.2023;20/12/2023;18/04/2024;4;CEHAP - 31.0401;27.130.609/0001-31 - JEAN ALEXANDRE WENDLER DE MORAIS;AQUISIÇÃO DE BENS MÓVEIS;1.200,00;7.452 CONTRATOS;14.786.237.936,49
0036/2023;31.204.000772.2023;20/12/2023;18/04/2024;4;CEHAP - 31.0401;16.847.666/0001-10 - HIGH LEVEL COMERCIAL LTDA;AQUISIÇÃO DE BENS MÓVEIS;5.841,60;7.452 CONTRATOS;14.786.237.936,49
0040/2023;25.234.000056.2023;20/12/2023;31/12/2024;12;LACEN 25.3701;04.040.450/0001-69 - NORDE-LAB COMERCIO E REPRESENTACOES LTDA;MATERIAL DA ÁREA DE SAÚDE;477.600,00;7.452 CONTRATOS;14.786.237.936,49
0083/2023;25.213.000157.2023;20/12/2023;31/12/2023;0;HRC - 25.0101;18.535.927/0001-91 - RM COMERCIO E SERVIÇOS DE HIGIENE LTDA;MATERIAL DE CONSUMO;754,60;7.452 CONTRATOS;14.786.237.936,49
0116/2023;31.205.009442.2023;20/12/2023;20/06/2024;6;SUDEMA - 34.0101;35.438.225/0001-09 - VALTER VINICIUS CORREA LIMA ME;SERVIÇO ESPECIALIZADO;9.495,00;7.452 CONTRATOS;14.786.237.936,49
0122/2023;25.237.000266.2023;20/12/2023;17/06/2024;6;MPF- 25.1101;30.621.758/0001-08 - VINICIUS A R DE OLIVEIRA;SERVIÇO ESPECIALIZADO;93.000,00;7.452 CONTRATOS;14.786.237.936,49
0131/2023;26.201.037442.2023;20/12/2023;19/12/2024;12;DETRAN - 26.0101;47.406.151/0001-08 - JRCA LOCAÇÕES LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;119.998,56;7.452 CONTRATOS;14.786.237.936,49
1711/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;32.519.346/0001-97 - GASKAM COMÉRCIO E CONSTRUÇÃO CIVIL EIRELI;MATERIAL PERMANENTE;660,00;7.452 CONTRATOS;14.786.237.936,49
1712/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;45.769.285/0001-68 - REDNOV FERRAMENTAS LTDA;MATERIAL PERMANENTE;1.898,40;7.452 CONTRATOS;14.786.237.936,49
1713/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;49.464.926/0001-27 - LRF DISTRIBUIDORA LTDA;MATERIAL PERMANENTE;2.190,00;7.452 CONTRATOS;14.786.237.936,49
1714/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;20.795.155/0001-79 - INFANTARIA COMERCIAL EIRELI;MATERIAL PERMANENTE;2.774,52;7.452 CONTRATOS;14.786.237.936,49
1715/2023;27.000.005710.2022;21/12/2023;21/03/2024;3;SEDH - 27.0001;49.495.719/0001-30 - RI EMPREENDIMENTO COMERCIAL LTDA;MATERIAL PERMANENTE;728,59;7.452 CONTRATOS;14.786.237.936,49
1719/2023;27.000.001382.2020;21/12/2023;21/03/2024;3;SEDH - 27.0001;05.350.687/0001-09 - BOA ERA COMÉRCIO E SERVIÇOS LTDA;MATERIAL PERMANENTE;61.789,00;7.452 CONTRATOS;14.786.237.936,49
1720/2023;27.000.001382.2020;21/12/2023;21/03/2024;3;SEDH - 27.0001;48.692.223/0001-93 - ASSERTIVA COMÉRCIO DE EQUIPAMENTOS LTDA;MATERIAL PERMANENTE;12.837,00;7.452 CONTRATOS;14.786.237.936,49
1722/2023;27.000.001382.2020;21/12/2023;21/03/2024;3;SEDH - 27.0001;30.059.238/0001-53 - TROIA COMÉRCIO DE EQUIPAMENTOS DIVERSOS EIRELI;MATERIAL PERMANENTE;27.330,00;7.452 CONTRATOS;14.786.237.936,49
1723/2023;27.000.001382.2020;21/12/2023;21/03/2024;3;SEDH - 27.0001;39.619.837/0002-30 - MINAS SOLUÇÕES EM IMPRESSÃO LTDA;MATERIAL PERMANENTE;3.852,48;7.452 CONTRATOS;14.786.237.936,49
0007/2023;07.901.000999.2023;18/12/2023;31/12/2023;0;FAEL - 78.0001;42.867.490/0001-78 - SPORT TÊXTIL COMÉRCIO ESPORTIVO LTDA;MATERIAL ESPORTIVO;46.657,10;7.452 CONTRATOS;14.786.237.936,49
0017/2023;31.208.2524115.2023R2 ;18/12/2023;18/12/2024;12;AESA - 31.0801;19.207.352/0001-40 - LE CARD ADMINISTRADORA DE CARTÕES LTDA;SERVIÇOS;456.000,00;7.452 CONTRATOS;14.786.237.936,49
0021/2023;212050003792023;19/12/2023;19/12/2024;12;JUCEP - 21.0501;40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA;MÁQUINAS E EQUIPAMENTOS;28.080,00;7.452 CONTRATOS;14.786.237.936,49
0052/2023;25.210.000042.2023;19/12/2023;31/12/2023;0;HRDJC- 25.1001;41.778.326/0001-21 - MED E FARMA COMERCIO ATACADISTA LTDA;MEDICAMENTOS;7.529,00;7.452 CONTRATOS;14.786.237.936,49
0057/2023;31.201.001871.2023;18/12/2023;11/01/2025;13;DER - 31.0101;00.457.362/0001-06 - TAPAJÓS - TERRAPLENAGEM E PAVIMENTAÇÃO LTDA;OBRAS;4.703.986,10;7.452 CONTRATOS;14.786.237.936,49
0090/2023;31.205.008554.2023;19/12/2023;19/12/2025;24;SUDEMA - 34.0101;28.503.939/0001-98 - RENT NORDESTE NEGOCIOS IMOBILIARIOS E SERVIÇOS BANCARIOS E MARKETING LTDA.;LOCAÇÃO DE BENS IMÓVEIS;408.000,00;7.452 CONTRATOS;14.786.237.936,49
0096/2023;31.205.008259.2023;19/12/2023;19/12/2024;12;SUDEMA - 34.0101;41.134.719/0001-00 - FUNDAÇÃO DE APOIO A PESQUISA DO ESTADO DA PARAIBA- FAPESQ;BOLSISTA;744.311,88;7.452 CONTRATOS;14.786.237.936,49
0099/2023;31.205.009063.2023;19/12/2023;31/12/2023;0;SUDEMA - 34.0101;44.695.686/0001-58 - TAIMAPA MOVEIS PLANEJADOS LTDA;AQUISIÇÃO DE BENS MÓVEIS;6.300,00;7.452 CONTRATOS;14.786.237.936,49
0100/2023;;19/12/2023;19/03/2024;3;SUDEMA - 34.0101;89.237.911/0289-08 - GLOBAL DISTRIBUIÇÃO DE BENS DE CONSUMO LTDA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;157.630,00;7.452 CONTRATOS;14.786.237.936,49
0102/2023;;19/12/2023;19/03/2024;3;SUDEMA - 34.0101;89.237.911/0289-08 - GLOBAL DISTRIBUIÇÃO DE BENS DE CONSUMO LTDA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;35.208,00;7.452 CONTRATOS;14.786.237.936,49
0103/2023;19.000.010462.2022;19/12/2023;31/12/2023;0;SUDEMA - 34.0101;25.071.568/0001-24 - CENTRA MOVEIS S/A;MÓVEIS, MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO;242.393,00;7.452 CONTRATOS;14.786.237.936,49
0110/2023;31.205.009487.2023;19/12/2023;31/12/2023;0;SUDEMA - 34.0101;41.570.283/0001-94 - SD COMERCIO DE ARTIGOS DE BRINDES E SERVIÇOS GRÁFICOS LTDA.;MATERIAL DE CONSUMO;8.680,00;7.452 CONTRATOS;14.786.237.936,49
0120/2023;31.202.001684.2023;18/12/2023;12/11/2024;11;SUPLAN - 31.0201;05.786.268/0001-14 - CRITÉRIO ENGENHARIA LTDA.;OBRAS;3.189.896,71;7.452 CONTRATOS;14.786.237.936,49
0124/2023;15.000.000142.2023;19/12/2023;19/06/2024;6;PM/PB - 15.0001;39.847.755/0001-61 - WSM SERVIÇOS E MANUTENÇÕES LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA;212.671,90;7.452 CONTRATOS;14.786.237.936,49
0133/2023;26.201.037442.2023;19/12/2023;19/12/2024;12;DETRAN - 26.0101;72.653.009/0001-02 - QUALITY ALUGUEL DE VEICULOS S/A;LOCAÇÃO DE VEÍCULOS;191.760,00;7.452 CONTRATOS;14.786.237.936,49
0142/2023;26.201.016798.2023;20/12/2023;19/12/2024;12;DETRAN - 26.0101;45.500.672/0001-02 - ESPAÇO COGNITIVO DE PSICOLOGIA E SAUDE - LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;12.173,04;7.452 CONTRATOS;14.786.237.936,49
0238/2023;31.206.031965.2023;19/12/2023;19/12/2024;12;CAGEPA - 31.0601;11.757.800/0001-78 - ANDREA GONÇALVES PEREIRA VILAR (BOLANDEIR@RTFILMS – PRODUÇÕES E EVENTOS);PATROCÍNIOS;160.000,00;7.452 CONTRATOS;14.786.237.936,49
0243/2023;31.206.014366.2023;20/12/2023;20/12/2024;12;CAGEPA - 31.0601;58.514.928/0033-51 - MEXICHEM BRASIL INDÚSTRIA DE TRANSFORMAÇÃO PLÁSTICA LTDA;MATERIAL DE USO ESPECÍFICO;78.626,16;7.452 CONTRATOS;14.786.237.936,49
0292/2023;25.510.291141.2023;19/12/2023;18/12/2024;12;FPGS 25.5101;26.765.324/0001-04 - NUNES SERVIÇOS MÉDICOS LTDA;SERVIÇO MÉDICO;6.264.000,00;7.452 CONTRATOS;14.786.237.936,49
1725/2023;27.001.05557.2023;20/12/2023;20/06/2024;6;SEDH - 27.0001;29.618.308/0001-87 - JOSÉ SEVERINO FILHO;SERVIÇO ESPECIALIZADO;52.600,00;7.452 CONTRATOS;14.786.237.936,49
0005/2023;00.000.000000.0000;16/12/2023;15/12/2024;12;CGE - 11.0001 ;87.883.807/0001-06 - MBM SEGURADORA S.A;SERVIÇO DE SEGURO;600,60;7.452 CONTRATOS;14.786.237.936,49
0009/2023;;15/12/2023;14/12/2024;12;CGE - 11.0001 ;703.895.124-60 - GUSTAVO MONTENEGRO MAIA CHAVES;CONTRATAÇÃO DE BOLSISTAS;15.840,00;7.452 CONTRATOS;14.786.237.936,49
0031/2023;32.205.000202.2023;15/12/2023;31/12/2023;0;EMPAER 32.0501;06.049.929/0001-91 - ATACADAO DO CRIADOR - COMERCIO INDUSTRIA E TRANSPORTE LTDA;ALIENAÇÃO DE BENS;14.910,75;7.452 CONTRATOS;14.786.237.936,49
0040/2023;25.213.000163.2023;15/12/2023;31/12/2023;0;HRC - 25.0101;44.768.391/0001-64 - F F MELO SILVA MATERIAL MEDICO HOSPITALAR E ODONTOLOGICO;MATERIAL MÉDICO-HOSPITALAR;480.076,00;7.452 CONTRATOS;14.786.237.936,49
0042/2023;19.000.028112.2020;15/12/2023;02/03/2024;3;SEE - 22.0001;24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA ;MATERIAL DE EXPEDIENTE;13.120,00;7.452 CONTRATOS;14.786.237.936,49
0045/2023;32.901.900061.2023;15/12/2023;15/12/2024;12;SEDAP - 32.0001;09.295.684/0001-70 - EMEPA - EMPRESA ESTADUAL DE PESQUISA AGROPECUÁRIA DA PARAÍBA S/A;SERVIÇO ESPECIALIZADO;557.479,80;7.452 CONTRATOS;14.786.237.936,49
0065/2023;25.213.000166.2023;15/12/2023;31/12/2023;0;HRC - 25.0101;09.007.162/0001-26 - MAUES LOBATO COMERCIO E REPRESENTACOES LTDA;MEDICAMENTOS;193.978,80;7.452 CONTRATOS;14.786.237.936,49
0100/2023;;15/12/2023;15/12/2024;12;PM/PB - 15.0001;09.461.647/0001-95 - SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A;SERVIÇOS;65.000,00;7.452 CONTRATOS;14.786.237.936,49
0104/2023;;15/12/2023;31/12/2023;0;SEDS - 26.0001;00.000.000/0000-00 - MEPROLIGHT (1990) LTD;ARMAMENTOS E EQUIPAMENTOS MILITARES;138.330,00;7.452 CONTRATOS;14.786.237.936,49
0119/2023;31.202.001385.2023;15/12/2023;09/11/2024;11;SUPLAN - 31.0201;01.732.658/0001-50 - SG - INCORPORAÇÃO, CONSTRUÇÃO E PLANEJAMENTO LTDA;OBRAS;5.409.378,73;7.452 CONTRATOS;14.786.237.936,49
0121/2023;31.202.001471.2023;18/12/2023;11/01/2025;13;SUPLAN - 31.0201;05.786.268/0001-14 - CRITÉRIO ENGENHARIA LTDA.;OBRAS;4.421.205,51;7.452 CONTRATOS;14.786.237.936,49
0122/2023;31.202.003020.2023;18/12/2023;11/01/2025;13;SUPLAN - 31.0201;42.876.135/0001-65 - CAVALCANTI, ANDRADE E ALCANTARA CONSTRUTORA LTDA;OBRAS;5.351.546,44;7.452 CONTRATOS;14.786.237.936,49
0123/2023;31.202.001473.2023;18/12/2023;12/11/2024;11;SUPLAN - 31.0201;09.913.177/0001-53 - CONCRETISA CONSTRUTORA EIRELI;OBRAS;3.956.813,18;7.452 CONTRATOS;14.786.237.936,49
0125/2023;25.237.000232.2023;15/12/2023;31/12/2023;0;MPF- 25.1101;01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA;MATERIAL MÉDICO-HOSPITALAR;266.698,58;7.452 CONTRATOS;14.786.237.936,49
0137/2023;26.201.035253.2023;18/12/2023;31/12/2023;0;DETRAN - 26.0101;51.174.387/0001-33 - JUCIVANDA ROBERTO PESSOA (RP COMÉRCIO E SERVIÇO);OUTROS SERVIÇOS ESPECIALIZADOS;15.611,40;7.452 CONTRATOS;14.786.237.936,49
0138/2023;26.201.022960.2023;18/12/2023;17/12/2024;12;DETRAN - 26.0101;00.490.820/0003-70 - SOMESSO SOCIEDADE MÉDICA DE  SEGURANÇA E SAÚDE OCUPACINAL LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;2.766,60;7.452 CONTRATOS;14.786.237.936,49
0139/2023;26.201.025740.2023;18/12/2023;17/12/2024;12;DETRAN - 26.0101;04.408.673/0001-36 - MEMORIAL SANTA LUZIA LTDA - EPP;OUTROS SERVIÇOS ESPECIALIZADOS;2.766,60;7.452 CONTRATOS;14.786.237.936,49
0140/2023;26.201.024285.2023;18/12/2023;17/12/2024;12;DETRAN - 26.0101;97.550.948/0002-33 - GIRLENE PEREIRA DE OLIVEIRA - PSICOCLIN;SERVIÇO ESPECIALIZADO;2.766,60;7.452 CONTRATOS;14.786.237.936,49
0143/2023;26.201.023340.2023;18/12/2023;17/12/2024;12;DETRAN - 26.0101;22.824.266/0001-91 - CLINICA DE PSICOLOGIA DE CAMPINA GRANDE;SERVIÇO ESPECIALIZADO;12.173,04;7.452 CONTRATOS;14.786.237.936,49
0232/2023;31.206.043650.2023;18/12/2023;18/12/2024;12;CAGEPA - 31.0601;09.267.923/0001-89 - SANCCOL – SANEAMENTO, CONSTRUÇÃO E COMÉRCIO LTDA;AMPLIAÇÃO E CONSERVAÇÃO DE REDE DE ESGOTO SANITÁRIO;11.977.530,85;7.452 CONTRATOS;14.786.237.936,49
0008/2023;16.000.00088.2023;13/12/2023;13/12/2025;24;SEAFDS - 16.0001;40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA;SERVIÇOS;28.344,00;7.452 CONTRATOS;14.786.237.936,49
0014/2023;21.204.000116.2023;13/12/2023;13/06/2024;6;IMEQ - 21.0401;02.213.325/0002-69 - PLUGNET COMERCIO E REPRESENTAÇÕES LTDA;AQUISIÇÃO DE BENS MÓVEIS;199.700,00;7.452 CONTRATOS;14.786.237.936,49
0016/2023;22.208.000060.2023;13/12/2023;13/12/2024;12;FUNAD - 22.0801 ;61.198.164/0001-60 - PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;SERVIÇO DE SEGURO;18.480,82;7.452 CONTRATOS;14.786.237.936,49
0022/2023;00.000.000000.0000;13/12/2023;12/12/2024;12;IASS - 25.5001;09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTOS DE DADOS DA PARAIBA - CODATA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;43.410,48;7.452 CONTRATOS;14.786.237.936,49
0025/2023;29.204.000555.2023;13/12/2023;13/12/2026;36;EPC - 29.0401;09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA;SERVIÇO ESPECIALIZADO;135.340,20;7.452 CONTRATOS;14.786.237.936,49
0027/2023;25.213.000003.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;11.928.295/0001-87 - SUPERMERCADO CAJAZEIRAS LTDA;GÊNEROS ALIMENTÍCIOS;25.923,20;7.452 CONTRATOS;14.786.237.936,49
0036/2023;25.213.000163.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;17.152.616/0001-80 - BRASIL MED CARE IMPORTACAO, EXPORTACAO, COMERCIO E DISTRIBUICAO LTDA;MATERIAL MÉDICO-HOSPITALAR;53.076,00;7.452 CONTRATOS;14.786.237.936,49
0042/2023;25.208.000111.2023;14/12/2023;11/06/2024;6;HRP 25-0801;00.811.657/0001-39 - UCD UNIDADE CAMPINENSE DE DIAGNOSTICO LTDA;SERVIÇOS;28.282,00;7.452 CONTRATOS;14.786.237.936,49
0043/2023;25.208.000106.2023;14/12/2023;11/06/2024;6;HRP 25-0801;10.446.347/0001-16 - FORÇA ALERTA SEGURANÇA E TRANSPORTE DE VALORES LTDA;SERVIÇOS;184.152,60;7.452 CONTRATOS;14.786.237.936,49
0047/2023;25.213.000163.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;35.334.424/0001-77 - FORTMED COMERCIAL LTDA;MATERIAL MÉDICO-HOSPITALAR;17.601,00;7.452 CONTRATOS;14.786.237.936,49
0063/2023;25.216.000758.2023;14/12/2023;31/12/2023;0;HRUECG - 25.1601;31.187.918/0001-15 - ALLFAMED COMÉRCIO ATACADISTA DE MEDICAMENTOS LTDA;MEDICAMENTOS;198.209,60;7.452 CONTRATOS;14.786.237.936,49
0074/2023;25.213.000155.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;11.928.295/0001-87 - SUPERMERCADO CAJAZEIRAS LTDA;MATERIAL DE CONSUMO;59.625,00;7.452 CONTRATOS;14.786.237.936,49
0082/2023;25.213.000157.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;32.106.818/0001-80 - PRIME PRODUTOS DE LIMPEZA LTDA;MATERIAL DE CONSUMO;19.503,80;7.452 CONTRATOS;14.786.237.936,49
0084/2023;25.213.000157.2023;14/12/2023;31/12/2023;0;HRC - 25.0101;11.928.295/0001-87 - SUPERMERCADO CAJAZEIRAS LTDA;MATERIAL DE CONSUMO;212,62;7.452 CONTRATOS;14.786.237.936,49
0092/2023;15.000.000094.2023;14/12/2023;31/12/2023;0;PM/PB - 15.0001;03.339.270/0001-10 - THE BEST PHARMA LTDA;MATERIAL DE CONSUMO;460,00;7.452 CONTRATOS;14.786.237.936,49
0134/2023;26.201.029600.2023;14/12/2023;13/12/2024;12;DETRAN - 26.0101;29.391.658/0001-53 - SEU DOTÔ CLÍNICA MÉDICA LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;2.766,60;7.452 CONTRATOS;14.786.237.936,49
0253/2023;;15/12/2023;14/03/2024;3;SEE - 22.0001;01.612.301/0001-39 - COLÉGIO DA POLÍCIA MILITAR ;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0289/2023;25.510.030111.2023;15/12/2023;14/12/2024;12;FPGS 25.5101;21.460.868/0001-44 - LOUREIRO SERVIÇO DE DIAGNÓSTICO POR IMAGEM LTDA;SERVIÇO MÉDICO;5.776.800,00;7.452 CONTRATOS;14.786.237.936,49
0290/2023;25.510.291143.2023;15/12/2023;14/12/2024;12;FPGS 25.5101;51.945.506/0001-04 - LIDER DIAGNÓSTICO POR IMAGEM LTDA;SERVIÇO MÉDICO;4.560.000,00;7.452 CONTRATOS;14.786.237.936,49
0291/2023;25.510.030112.2023;15/12/2023;14/12/2024;12;FPGS 25.5101;45.596.975/0001-62 - RADCORE SERVIÇOS MÉDICOS LTDA;SERVIÇO MÉDICO;8.311.200,00;7.452 CONTRATOS;14.786.237.936,49
0031/2023;07.901.000667.2023;13/12/2023;31/12/2023;0;SEJEL - 07.0001;01.993.341/0001-78 - SEGMENTO ENGENHARIA E SERVIÇOS LTDA;RECUPERAÇÃO E MANUTENÇÃO DE BENS IMÓVEIS;78.421,62;7.452 CONTRATOS;14.786.237.936,49
0032/2023;07.000.000797.2023;13/12/2023;31/12/2023;0;SEJEL - 07.0001;06.298.431/0001-62 - MC PEÇAS E SERVIÇOS;RECUPERAÇÃO  E MANUTENÇÃO DE BENS MÓVEIS;42.655,00;7.452 CONTRATOS;14.786.237.936,49
0034/2023;25.213.000163.2023;13/12/2023;31/12/2023;0;HRC - 25.0101;02.896.042/0001-88 - REALMED COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;MATERIAL MÉDICO-HOSPITALAR;51.140,00;7.452 CONTRATOS;14.786.237.936,49
0039/2023;25.213.000163.2023;13/12/2023;31/12/2023;0;HRC - 25.0101;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MATERIAL MÉDICO-HOSPITALAR;509.652,18;7.452 CONTRATOS;14.786.237.936,49
0043/2023;21.201.000514.2023;13/12/2023;07/12/2024;12;CINEP - 21.0101;03.874.953/0001-77 - EMPRESA SIERDOVSKI & SIERDOVSKI LTDA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;174.699,96;7.452 CONTRATOS;14.786.237.936,49
0046/2023;19.000.027044.2022;13/12/2023;31/12/2023;0;FUNESBOM - 57.0001 ;07.527.821/0001-20 - CITEL COMÉRCIO E INDÚSTRIA TÊXTIL EIRELI;MATERIAL DE CONSUMO;99.420,00;7.452 CONTRATOS;14.786.237.936,49
0052/2023;23.901.000161.2023;13/12/2023;31/12/2023;0;FUNESBOM - 57.0001 ;03.013.781/0001-47 - TREVENTOS COM DE EQUIP DE SEGURANCA LTDA;MATERIAL DE CONSUMO;26.991,16;7.452 CONTRATOS;14.786.237.936,49
0053/2023;19.000.035165.2022;13/12/2023;31/12/2023;0;FUNESBOM - 57.0001 ;11.694.789/0001-44 - VECTRA WORK INDUSTRIA E COMÉRCIO DE UNIFORMES E EQUIPAMENTOS DE PROTEÇÃO INDIVID;MATERIAL DE CONSUMO;1.896.990,20;7.452 CONTRATOS;14.786.237.936,49
